deut3237.krn	11	[3, 8, 8, 8, 10, 0, 1, 1, 3, 3, 1, 0, 10, 10, 0, 1, 1, 0, 10, 0, 8, 8, 8, 5, 5, 10, 10, 10, 8, 1, 1, 0, 0, 10, 7, 8]
deut2532.krn	2	[0, 0, 9, 9, 0, 0, 10, 9, 10, 7, 10, 9, 0, 5, 5, 4, 4, 2, 0, 10, 9, 9, 7, 0, 0, 9, 9, 0, 0, 10, 9, 10, 7, 10, 9, 0, 5, 5, 4, 4, 2, 0, 10, 9, 9, 7, 0, 7, 7, 5, 5, 4, 4, 2, 0, 10, 10, 9, 2, 0, 0, 9, 10, 0, 2, 4, 4, 5, 5, 2, 10, 9, 7, 5, 0, 7, 7, 5, 5, 4, 4, 2, 0, 10, 10, 9, 2, 0, 0, 9, 10, 0, 2, 4, 4, 5, 5, 2, 10, 9, 7, 5]
deut2930.krn	1	[10, 10, 10, 9, 10, 0, 10, 0, 10, 2, 2, 2, 3, 3, 5, 5, 5, 5, 3, 3, 2, 2, 0, 10, 10, 10, 9, 10, 0, 10, 0, 10, 2, 2, 2, 3, 3, 5, 5, 5, 5, 3, 3, 2, 2, 0, 0, 2, 3, 3, 3, 3, 2, 0, 2, 3, 3, 5, 5, 7, 7, 7, 7, 5, 5, 3, 3, 2, 3, 3, 2, 0, 10]
deut1654.krn	1	[5, 10, 10, 10, 10, 9, 7, 5, 7, 7, 9, 9, 10, 10, 5, 10, 10, 10, 10, 9, 7, 5, 7, 7, 9, 9, 10, 10, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0, 5, 5, 5, 5, 5, 5, 2, 10, 0, 9, 10, 2, 10]
deut4539.krn	0	[3, 3, 10, 0, 10, 3, 7, 5, 3, 2, 5, 10, 3, 3, 10, 0, 7, 8, 10, 7, 10, 3, 10, 7, 5, 3]
deut4666.krn	3	[7, 0, 0, 0, 0, 0, 11, 9, 7, 0, 7, 7, 7, 7, 4, 4, 4, 4, 2, 4, 4, 5, 5, 2, 4, 4, 5, 5, 7, 7, 0, 0, 0, 0, 11, 9, 7, 7, 4, 4, 2, 4, 4, 5, 5, 2, 4, 4, 5, 5, 7, 7, 0, 0, 11, 9, 7]
deut442.krn	3	[4, 4, 5, 5, 4, 4, 2, 0, 11, 0, 2, 4, 4, 4, 4, 5, 5, 4, 4, 2, 0, 0, 0, 9, 11, 0, 4, 4, 5, 5, 4, 4, 2, 0, 11, 0, 2, 4, 4, 4, 4, 5, 5, 4, 4, 2, 0, 0, 0, 9, 11, 0, 0, 2, 2, 5, 5, 4, 4, 4, 4, 7, 7, 5, 5, 4, 4, 2, 2, 5, 5, 4, 4, 7, 7, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 2, 0, 11, 9, 2, 0, 11, 4, 4, 5, 5, 4, 4, 2, 0, 11, 0, 7, 7, 4, 4, 4, 4, 5, 5, 4, 4, 2, 0, 11, 0, 0]
deut3607.krn	0	[10, 10, 10, 10, 10, 10, 7, 7, 3, 3, 2, 0, 0, 0, 0, 0, 0, 8, 8, 5, 5, 3, 3, 2, 2, 5, 5, 3, 3, 5, 5, 7, 7, 8, 8, 7, 7, 5, 5, 3, 3, 3, 3, 5, 5, 3, 3, 5, 5, 3, 3]
deut169.krn	0	[10, 8, 7, 7, 5, 3, 3, 2, 2, 3, 5, 7, 2, 0, 10, 10, 0, 2, 10, 0, 2, 3, 10, 5, 7, 8, 5, 3, 2, 3]
deut3037.krn	11	[8, 10, 10, 0, 1, 3, 3, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 7, 3, 3, 5, 5, 3, 3, 8, 3, 3, 8, 8, 7, 7, 3, 3, 5, 5, 3, 3, 3, 3, 0, 5, 5, 3, 3, 1, 0, 10, 8, 7, 5, 3, 3, 8, 10, 0, 1, 3, 3, 1, 0, 10, 8]
deut1963.krn	10	[8, 1, 8, 8, 1, 10, 10, 10, 1, 0, 1, 3, 3, 6, 6, 6, 6, 8, 8, 5, 5, 8, 1, 8, 8, 1, 10, 10, 10, 1, 0, 1, 3, 3, 6, 6, 6, 6, 8, 8, 5, 5, 1, 1, 5, 5, 8, 8, 5, 5, 5, 5, 3, 3, 3, 3, 5, 5, 3, 3, 1, 1, 0, 10, 10, 8, 8, 8, 5, 8, 1, 5, 5, 5, 5, 3, 3, 3, 3, 5, 5, 6, 6, 8, 8, 3, 3, 3, 3, 1]
deut1125.krn	3	[7, 7, 0, 0, 0, 4, 4, 2, 0, 11, 0, 7, 7, 0, 0, 0, 4, 4, 2, 0, 11, 0, 0, 0, 0, 0, 11, 11, 9, 9, 9, 9, 7, 7, 5, 5, 4, 4, 7, 7, 5, 5, 4, 4, 2, 2, 0]
deut1409.krn	11	[3, 8, 5, 5, 1, 10, 0, 8, 3, 3, 5, 5, 1, 7, 8, 3, 8, 5, 5, 1, 10, 0, 8, 3, 3, 5, 5, 1, 7, 8, 1, 3, 3, 0, 8, 0, 10, 10, 0, 8, 1, 3, 3, 0, 8, 0, 10, 10, 8]
deut126.krn	0	[10, 3, 3, 5, 7, 5, 2, 0, 2, 3, 10, 7, 7, 5, 7, 5, 3, 2, 0, 10, 5, 5, 2, 10, 10, 10, 7, 3, 10, 0, 0, 5, 7, 8, 3, 2, 3]
deut3238.krn	0	[10, 3, 3, 2, 0, 10, 7, 3, 5, 7, 8, 8, 7, 10, 0, 2, 3, 3, 10, 10, 3, 3, 5, 5, 5, 5, 7, 7, 3, 3]
deut2832.krn	2	[5, 5, 7, 9, 10, 0, 9, 5, 0, 2, 0, 2, 4, 4, 5, 5, 5, 5, 4, 4, 2, 0, 10, 9, 7, 5, 9, 9, 7, 7, 5, 5, 4, 4, 2, 0, 0, 2, 0, 5, 5, 0, 2, 2, 0, 10, 9, 10, 0, 10, 9, 7, 5]
deut5091.krn	10	[8, 5, 5, 5, 5, 3, 3, 5, 5, 5, 5, 3, 3, 1, 1, 1, 1, 3, 3, 5, 5, 6, 6, 8, 10, 0, 1, 1, 1, 8, 5, 5, 5, 5, 3, 3, 5, 5, 5, 5, 3, 3, 1, 1, 1, 1, 3, 3, 5, 5, 6, 6, 8, 10, 0, 1, 1, 5, 5, 5, 5, 5, 5, 3, 3, 1, 8, 8, 8, 8, 8, 8, 8, 8, 5, 5, 3, 3, 1, 5, 5, 3, 3, 1, 3, 3, 3, 3, 3, 3, 1, 5, 5, 5, 5, 5, 5, 3, 3, 1, 8, 8, 8, 8, 8, 8, 8, 8, 5, 5, 3, 3, 5, 5, 6, 6, 8, 10, 0, 1]
deut0870.krn	1	[5, 10, 5, 10, 5, 5, 2, 2, 2, 10, 0, 0, 0, 9, 10, 2, 10, 5, 10, 10, 5, 10, 7, 7, 5, 5, 3, 3, 2, 0, 10]
deut1953.krn	9	[6, 6, 1, 10, 10, 6, 1, 1, 3, 3, 1, 11, 10, 10, 8, 6, 6, 1, 10, 10, 6, 1, 1, 3, 3, 1, 11, 10, 10, 8, 1, 1, 3, 3, 5, 5, 6, 6, 5, 5, 3, 3, 1, 10, 1, 3, 3, 5, 5, 6, 6, 5, 5, 3, 3, 1, 6, 6, 3, 3, 5, 5, 6, 6, 5, 5, 3, 3, 1, 10, 10, 10, 10, 8, 8, 6, 6, 8, 8, 8, 8, 5, 5, 6, 6]
deut3251.krn	1	[10, 0, 2, 5, 5, 5, 5, 3, 3, 5, 5, 7, 7, 5, 5, 5, 5, 2, 10, 2, 0, 10, 9, 5, 0, 10, 0, 3, 3, 2, 10, 0, 2, 0, 10, 9, 5, 0, 10]
deut4350.krn	1	[10, 10, 5, 10, 3, 3, 2, 0, 10, 10, 0, 3, 3, 2, 0, 7, 9, 10, 10, 10, 5, 10, 3, 3, 2, 0, 10, 10, 0, 3, 3, 2, 0, 7, 9, 10, 10, 3, 3, 2, 3, 3, 5, 5, 5, 5, 3, 3, 5, 5, 9, 9, 7, 7, 3, 3, 5, 5, 3, 3, 2, 0, 10, 2, 0, 5, 10, 0, 2, 0, 10]
deut0830.krn	0	[3, 3, 7, 5, 3, 2, 2, 0, 2, 3, 10, 0, 2, 3, 3, 3, 7, 5, 3, 2, 2, 0, 2, 3, 10, 0, 2, 3, 5, 7, 3, 5, 3, 2, 0, 10, 2, 3, 2, 3, 0, 10, 7, 3, 3, 3, 5, 5, 7, 5, 8, 7, 3, 5, 5, 3]
deut1494.krn	1	[5, 10, 10, 9, 0, 9, 10, 2, 3, 3, 5, 5, 3, 3, 7, 7, 3, 3, 2, 5, 5, 2, 0, 3, 3, 2, 3, 3, 0, 10, 2, 5, 5, 3, 3, 7, 7, 3, 3, 2, 5, 5, 2, 0, 3, 3, 2, 3, 3, 0, 10]
deut5075.krn	1	[2, 10, 9, 0, 0, 5, 9, 0, 3, 3, 2, 2, 5, 10, 2, 5, 5, 3, 3, 3, 3, 5, 9, 0, 10, 2, 10, 9, 0, 0, 5, 9, 0, 3, 3, 2, 2, 5, 10, 2, 5, 5, 3, 3, 3, 3, 5, 9, 0, 10, 9, 0, 7, 7, 5, 5, 5, 5, 5, 9, 0, 3, 3, 2, 2, 5, 10, 2, 5, 5, 3, 3, 3, 3, 5, 9, 0, 2, 9, 0, 7, 7, 5, 5, 5, 5, 5, 9, 0, 3, 3, 2, 2, 5, 10, 2, 5, 5, 3, 3, 3, 3, 5, 9, 0, 10, 2, 0, 10, 9, 0, 0, 3, 3, 7, 7, 5, 5, 2, 10, 5, 5, 3, 3, 0, 9, 3, 3, 2, 10, 2, 0, 10, 9, 0, 0, 3, 3, 7, 7, 5, 5, 2, 10, 5, 5, 3, 3, 0, 3, 3, 9, 0, 10]
deut1106.krn	11	[3, 3, 8, 0, 0, 10, 10, 8, 3, 8, 0, 0, 3, 3, 3, 3, 1, 1, 0, 0, 3, 3, 0, 8, 3, 3, 1, 3, 3, 5, 5, 1, 10, 3, 7, 10, 1, 0, 3, 3, 0, 8, 7, 8, 0, 10, 1, 0, 1, 5, 5, 3, 3, 0, 3, 3, 1, 0, 10, 10, 8]
deut1030.krn	11	[8, 8, 8, 0, 0, 8, 10, 0, 1, 3, 3, 1, 0, 10, 8, 8, 8, 0, 10, 10, 3, 5, 7, 8, 8, 0, 3, 3, 1, 0, 10, 8]
deut4039.krn	0	[7, 7, 8, 7, 5, 7, 8, 5, 3, 0, 10, 0, 2, 3, 3, 10, 0, 8, 5, 3]
deut0701.krn	11	[3, 8, 10, 0, 1, 3, 3, 0, 8, 8, 7, 7, 5, 5, 3, 3, 1, 0, 1, 0, 3, 3, 8, 8, 0, 3, 3, 10, 1, 1, 0, 8, 10, 10, 10, 1, 0, 0, 0, 3, 3, 8, 8, 3, 3, 0, 1, 0, 10, 8]
deut1603.krn	0	[7, 5, 3, 7, 10, 7, 5, 8, 5, 3, 2, 10, 10, 8, 7, 10, 7, 5, 3, 7, 10, 7, 5, 8, 5, 3, 2, 10, 10, 2, 3, 0, 8, 3, 10, 7, 3, 2, 0, 2, 3, 5, 3, 2, 3, 5, 7, 0, 8, 5, 10, 7, 3, 2, 0, 2, 3, 5, 2, 3]
deut1197.krn	10	[8, 6, 5, 6, 8, 10, 0, 1, 10, 3, 3, 3, 3, 1, 0, 10, 10, 8, 8, 6, 6, 3, 3, 1, 5, 5, 8, 6, 5, 1, 8, 5, 5, 1, 8, 8, 10, 10, 8, 8, 6, 6, 5, 5, 3, 3, 1, 0, 10, 10, 8, 8, 6, 6, 3, 3, 1]
deut327.krn	2	[0, 5, 5, 0, 0, 10, 9, 7, 5, 5, 5, 9, 7, 0, 4, 4, 7, 7, 7, 7, 5, 5, 4, 4, 2, 0, 0, 10, 9, 9, 9, 0, 0, 10, 10, 9, 10, 9, 9, 7, 7, 7, 10, 10, 9, 9, 7, 9, 0, 5, 5, 0, 10, 9, 7, 5, 0, 4, 4, 5, 5, 2, 0, 10, 9, 7, 5]
deut3408.krn	1	[5, 10, 5, 10, 2, 5, 10, 0, 2, 5, 2, 2, 0, 10, 9, 10, 7, 0, 5, 5, 3, 3, 2, 0, 10, 9, 7, 9, 0, 5, 10, 7, 7, 7, 10, 9, 7, 5, 3, 3, 2, 3, 3, 2, 0, 10, 0, 2, 0, 10]
deut3291.krn	11	[3, 3, 0, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 1, 10, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 8, 8, 3, 3, 8, 8, 7, 7, 5, 5, 7, 7, 5, 5, 3, 3]
deut1749.krn	0	[10, 3, 10, 7, 10, 3, 3, 3, 7, 5, 3, 2, 0, 10, 10, 5, 5, 5, 3, 5, 7, 7, 7, 5, 7, 8, 5, 3, 2, 3, 10, 5, 5, 5, 3, 5, 7, 7, 7, 5, 7, 8, 5, 3, 2, 3]
deut1098.krn	3	[0, 7, 7, 7, 0, 9, 9, 0, 11, 0, 2, 11, 0, 0, 2, 4, 4, 4, 4, 4, 4, 5, 5, 4, 4, 2, 2, 2, 2, 0, 0, 0, 2, 0, 11, 11, 9, 7, 7, 0, 0, 2, 2, 4, 4, 5, 5, 7, 7, 5, 5, 4, 4, 4, 4, 2, 2, 0]
deut2704.krn	3	[7, 7, 7, 4, 4, 2, 0, 9, 9, 7, 11, 11, 2, 0, 7, 4, 4, 4, 4, 4, 4, 2, 7, 7, 7, 7, 5, 5, 2, 0, 0, 2, 0, 2, 4, 4, 7, 4, 4, 4, 4, 4, 4, 5, 5, 7, 7, 9, 9, 7, 7, 5, 5, 2, 0, 0, 4, 4, 2, 0]
deut323.krn	11	[0, 0, 0, 0, 0, 1, 0, 10, 1, 1, 1, 1, 1, 3, 3, 1, 0, 3, 3, 5, 5, 5, 5, 5, 5, 3, 3, 5, 5, 3, 3, 5, 5, 3, 3, 1, 0, 10, 8, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 8, 7, 7, 8, 8, 8, 8]
deut2099.krn	11	[3, 8, 10, 0, 1, 3, 3, 3, 3, 3, 3, 5, 5, 8, 8, 3, 3, 3, 3, 3, 3, 1, 1, 1, 0, 3, 3, 8, 8, 0, 3, 3, 3, 3, 8, 8, 10, 0, 1, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 8, 8, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 1, 1, 1, 0, 3, 3, 8, 8, 7, 7, 3, 3, 5, 5, 7, 7, 8, 8, 8]
deut2865.krn	1	[5, 2, 0, 10, 5, 10, 10, 2, 2, 0, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 3, 3, 2, 5, 5, 5, 5, 3, 3, 2, 0, 10, 10, 10, 9, 7, 3, 3, 2, 0, 5, 5, 2, 5, 5, 3, 3, 0, 3, 3, 2, 10, 10, 2, 3, 3, 7, 7, 7, 7, 5, 5, 10, 0, 2, 0, 10]
deut1775.krn	1	[5, 2, 5, 5, 3, 7, 7, 5, 2, 2, 2, 0, 10, 9, 0, 10, 7, 5, 5, 3, 3, 0, 10, 9, 7, 5, 2, 10, 5, 7, 7, 7, 9, 9, 9, 2, 3, 3, 2, 0, 10, 10, 10, 2, 2, 0, 10]
deut2962.krn	9	[1, 1, 10, 3, 3, 1, 10, 1, 11, 8, 11, 10, 10, 10, 11, 3, 3, 1, 10, 1, 11, 8, 11, 10, 1, 6, 6, 5, 5, 3, 3, 1, 10, 1, 1, 3, 3, 11, 1, 10, 1, 6, 6, 5, 5, 3, 3, 1, 10, 1, 1, 3, 3, 11, 1, 10, 1, 10, 11, 8, 6, 11, 3, 3, 1, 1, 6, 6, 5, 5, 3, 3, 1, 10, 1, 1, 11, 10, 8, 6]
deut3739.krn	1	[10, 10, 10, 0, 9, 7, 5, 7, 9, 10, 5, 5, 3, 3, 2, 0, 0, 2, 3, 3, 2, 0, 0, 2, 3, 3, 2, 0, 10, 9, 7, 5, 10, 0, 5, 5, 7, 7, 5, 5, 3, 3, 2, 2, 5, 5, 0, 10]
deut2039.krn	11	[8, 10, 0, 1, 3, 3, 8, 8, 5, 5, 3, 3, 5, 5, 3, 3, 1, 0, 1, 3, 3, 10, 8, 8, 10, 0, 1, 3, 3, 8, 8, 5, 5, 3, 3, 5, 5, 3, 3, 1, 0, 1, 3, 3, 10, 8, 7, 8, 10, 0, 1, 0, 10, 8, 7, 8, 10, 0, 1, 0, 10, 8, 10, 0, 1, 3, 3, 8, 8, 5, 5, 3, 3, 5, 5, 3, 3, 1, 0, 1, 3, 3, 10, 8]
deut1577.krn	1	[5, 5, 10, 9, 10, 0, 7, 7, 5, 5, 5, 5, 3, 3, 7, 9, 10, 7, 7, 5, 5, 2, 9, 10, 0, 7, 7, 5, 5, 5, 5, 3, 3, 7, 9, 10]
deut2003.krn	4	[2, 7, 7, 7, 9, 11, 0, 2, 2, 2, 7, 7, 7, 9, 11, 0, 2, 2, 2, 7, 7, 7, 9, 11, 0, 2, 2, 2, 4, 4, 6, 6, 9, 9, 7, 7, 6, 6, 4, 4, 2, 2, 2, 0, 2, 6, 6, 4, 4, 2, 0, 11, 2, 7, 7, 2, 11, 7, 9, 4, 4, 2, 6, 7]
deut3727.krn	11	[3, 8, 10, 0, 1, 3, 3, 5, 5, 3, 3, 8, 8, 7, 7, 5, 5, 3, 3, 5, 5, 3, 3, 3, 3, 8, 8, 3, 3, 5, 5, 3, 3, 1, 0, 1, 5, 5, 3, 3, 1, 3, 3, 0, 10, 8, 3, 3, 8, 8, 3, 3, 5, 5, 3, 3, 1, 0, 1, 5, 5, 3, 3, 1, 3, 3, 0, 10, 8]
deut1317.krn	10	[8, 5, 8, 10, 1, 0, 10, 8, 1, 5, 5, 8, 5, 8, 10, 1, 0, 8, 1, 8, 5, 8, 10, 1, 0, 10, 8, 1, 5, 5, 8, 5, 8, 10, 1, 0, 8, 1, 5, 5, 8, 8, 6, 6, 5, 5, 3, 3, 1, 0, 10, 8, 8, 10, 10, 6, 6, 5, 5, 3, 3, 1, 0, 1, 5, 5, 8, 8, 6, 6, 5, 5, 3, 3, 1, 0, 10, 8, 8, 10, 10, 6, 6, 5, 5, 3, 3, 1, 0, 1]
deut3089.krn	4	[2, 7, 7, 7, 11, 2, 11, 9, 7, 6, 4, 2, 2, 7, 9, 11, 11, 9, 9, 11, 0, 0, 0, 0, 11, 9, 2, 4, 4, 0, 11, 9, 7, 7, 6, 7, 9, 7]
deut2960.krn	9	[1, 6, 6, 5, 5, 3, 3, 1, 1, 11, 10, 1, 6, 6, 3, 3, 1, 5, 5, 3, 3, 1, 1, 6, 6, 5, 5, 3, 3, 1, 1, 11, 10, 1, 6, 6, 3, 3, 1, 5, 5, 3, 3, 1, 1, 5, 5, 8, 8, 8, 8, 8, 8, 6, 6, 6, 6, 5, 5, 5, 5, 3, 3, 1, 3, 3, 1, 11, 10, 10, 8, 1, 6, 6, 5, 5, 3, 3, 1, 1, 11, 10, 6, 6, 8, 8, 8, 8, 6, 6, 5, 5, 6, 6, 10, 11, 1, 11, 10, 8, 6]
deut280.krn	9	[1, 1, 6, 6, 1, 10, 11, 8, 1, 10, 6, 1, 6, 6, 6, 6, 6, 6, 6, 1, 1, 6, 6, 1, 10, 11, 8, 1, 10, 6, 8, 10, 10, 10, 10, 10, 10, 10, 1, 6, 6, 5, 5, 3, 3, 1, 11, 10, 11, 1, 3, 3, 5, 5, 6, 6, 5, 5, 3, 3, 1, 6, 6, 8, 8, 6, 6, 5, 5, 6, 6, 1, 6, 6, 6, 6, 6, 6, 6, 8, 10, 10, 10, 10, 10, 10, 10, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
deut3256.krn	4	[7, 11, 2, 11, 2, 7, 7, 2, 11, 2, 0, 9, 6, 7, 7, 4, 4, 2, 6, 6, 7, 7, 6, 6, 4, 4, 2, 2, 6, 6, 4, 4, 6, 6, 7, 7, 6, 6, 4, 4, 2, 4, 4, 2, 0, 11, 7, 4, 4, 2, 0, 11, 9, 7, 9, 11, 7]
deut177.krn	4	[11, 2, 11, 7, 7, 7, 9, 7, 9, 11, 11, 4, 4, 11, 11, 7, 7, 6, 6, 4, 4, 2, 11, 11, 2, 2, 2, 2, 11, 7, 7, 7, 7, 4, 4, 7, 7, 2, 0, 11, 9, 9, 2, 11, 7]
deut4921.krn	8	[6, 11, 1, 3, 3, 6, 6, 3, 3, 1, 3, 3, 11, 3, 3, 4, 4, 6, 6, 8, 8, 6, 6, 10, 10, 11, 11, 8, 8, 10, 10, 11, 11, 3, 3, 4, 4, 6, 6, 4, 4, 3, 3, 1, 3, 3, 11, 10, 11, 1, 3, 3, 4, 4, 6, 6, 4, 4, 3, 3, 1, 3, 3, 6, 8, 10, 11]
deut2481.krn	8	[6, 6, 6, 11, 11, 11, 3, 3, 1, 1, 1, 11, 10, 10, 8, 6, 6, 3, 3, 11, 3, 3, 3, 3, 1, 11, 10, 1, 11, 11, 3, 3, 1, 1, 1, 1, 1, 6, 6, 4, 4, 3, 3, 3, 3, 1, 11, 11, 10, 11, 1, 3, 3, 1, 11, 4, 4, 3, 3, 1, 1, 3, 3, 4, 4, 6, 6, 6, 6, 4, 4, 1, 3, 3, 1, 11, 4, 4, 8, 10, 11]
deut4904.krn	8	[6, 11, 1, 3, 3, 6, 6, 4, 4, 3, 3, 1, 3, 3, 4, 4, 3, 3, 1, 11, 10, 1, 6, 6, 11, 1, 3, 3, 4, 4, 6, 6, 4, 4, 3, 3, 1, 11, 3, 3, 1, 3, 3, 4, 4, 6, 6, 4, 4, 3, 3, 1, 1, 3, 3, 4, 4, 6, 6, 8, 8, 6, 6, 4, 4, 3, 3, 6, 11, 1, 3, 3, 6, 6, 4, 4, 3, 3, 1, 3, 3, 4, 4, 3, 3, 1, 11, 10, 1, 6, 6, 11, 1, 3, 3, 4, 4, 6, 6, 4, 4, 3, 3, 1, 11]
deut535.krn	8	[6, 6, 6, 8, 8, 10, 10, 11, 11, 3, 3, 1, 11, 10, 10, 11, 10, 8, 3, 3, 4, 4, 6, 6, 8, 8, 6, 8, 10, 11, 6, 6, 8, 10, 11, 11, 4, 4, 3, 3, 1, 11, 8, 6, 4, 3, 3, 4, 8, 1, 4, 4, 3, 3, 11, 3, 3, 1, 11]
